WKN,Basiswert,Emittent,Typ,Bid,Ask,K.O.,Hebel,Laufzeit,Basis-preis,Abstand,Abstand in %,Risk/Reward
UM395M,Rheinmetall,UBSL,Put,5.78,5.81,568.72,8.88,endlos,568.72,50.92000000000007,9.83391270760913,5.734234234234242
HD4L78,Rheinmetall,UNCR,Put,5.8,5.82,569.85,8.86,endlos,569.85,52.05000000000007,10.052143684820408,5.874717832957119
UM35KD,Rheinmetall,UBSL,Put,5.83,5.86,569.22,8.8,endlos,569.22,51.42000000000007,9.930475086906156,5.843181818181826
UM4CUH,Rheinmetall,UBSL,Put,0.58,0.59,569.72,8.8,endlos,569.72,51.92000000000007,10.027037466203183,5.9000000000000075
PC8JJQ,Rheinmetall,BNP,Put,0.58,0.59,568.98,8.8,endlos,568.98,51.180000000000064,9.884125144843582,5.815909090909098
PC8MGB,Rheinmetall,BNP,Put,0.58,0.59,543.86,8.8,endlos,572.48,54.680000000000064,10.560061799922764,6.21363636363637
JK52WP,Rheinmetall,JPMBV,Put,5.87,5.89,571.72,8.75,endlos,571.72,53.92000000000007,10.413286983391286,6.162285714285723
PC74VF,Rheinmetall,BNP,Put,5.87,5.9,570.96,8.74,endlos,570.96,53.16000000000008,10.266512166859808,6.082379862700238
VD4C85,Rheinmetall,VON,Put,5.88,5.9,544.3,8.74,endlos,573.06,55.25999999999999,10.6720741599073,6.322654462242562
UM4F5J,Rheinmetall,UBSL,Put,5.88,5.91,569.72,8.73,endlos,569.72,51.92000000000007,10.027037466203183,5.947308132875151
VD3RK8,Rheinmetall,VON,Put,5.89,5.91,570.91,8.72,endlos,570.91,53.110000000000014,10.256855928930092,6.090596330275231
UM4CND,Rheinmetall,UBSL,Put,5.93,5.96,570.22,8.66,endlos,570.22,52.42000000000007,10.123599845500209,6.053117782909939
UM4HC5,Rheinmetall,UBSL,Put,0.59,0.6,570.72,8.65,endlos,570.72,52.92000000000007,10.220162224797233,6.117919075144517
UM4KJ8,Rheinmetall,UBSL,Put,6.14,6.17,572.33,8.36,endlos,572.33,54.530000000000086,10.53109308613366,6.522727272727283
PC68U5,Rheinmetall,BNP,Put,6.17,6.2,573.92,8.32,endlos,573.92,56.120000000000005,10.838161452298186,6.745192307692308
UM3U8X,Rheinmetall,UBSL,Put,6.17,6.2,572.6,8.32,endlos,572.6,54.80000000000007,10.58323677095405,6.58653846153847
VD1RRR,Rheinmetall,VON,Put,6.22,6.24,574.11,8.26,endlos,574.11,56.31000000000006,10.874855156431067,6.817191283292986
UM4BKA,Rheinmetall,UBSL,Put,6.23,6.26,573.22,8.24,endlos,573.22,55.42000000000007,10.702974121282363,6.725728155339814
JK6TRD,Rheinmetall,JPMBV,Put,0.62,0.63,574.72,8.23,endlos,574.72,56.92000000000007,10.99266125917344,6.916160388821393
PC8JJV,Rheinmetall,BNP,Put,0.62,0.63,572.98,8.23,endlos,572.98,55.180000000000064,10.65662417921979,6.704738760631842
PC8MGC,Rheinmetall,BNP,Put,0.62,0.63,546.23,8.23,endlos,574.98,57.180000000000064,11.042873696407893,6.947752126366957
SW9AZA,Rheinmetall,scoge,Put,0.62,0.63,574.62,8.23,endlos,574.62,56.82000000000005,10.973348783314032,6.904009720534635
UM3CN1,Rheinmetall,UBSL,Put,0.62,0.63,573.46,8.23,endlos,573.46,55.66000000000008,10.749324063344938,6.763061968408272
UM33EN,Rheinmetall,UBSL,Put,6.25,6.28,573.46,8.21,endlos,573.46,55.66000000000008,10.749324063344938,6.779537149817306
PC5L7Y,Rheinmetall,BNP,Put,6.27,6.3,574.85,8.18,endlos,574.85,57.05000000000007,11.017767477790667,6.974327628361867
UM4JH2,Rheinmetall,UBSL,Put,6.28,6.31,573.74,8.17,endlos,573.74,55.940000000000055,10.803398995751266,6.8470012239902145
HD478K,Rheinmetall,UNCR,Put,6.29,6.31,574.74,8.17,endlos,574.74,56.940000000000055,10.996523754345318,6.969400244798049
JK2UT0,Rheinmetall,JPMBV,Put,6.33,6.35,576.32,8.11,endlos,576.32,58.520000000000095,11.301660872923929,7.215782983970419
UM34HA,Rheinmetall,UBSL,Put,6.33,6.36,574.22,8.11,endlos,574.22,56.42000000000007,10.896098879876416,6.956843403205928
DQ2QPA,Rheinmetall,DZ,Put,6.33,6.37,550.39,8.1,endlos,577.89,60.09000000000003,11.604866743916578,7.418518518518523
PC8JJW,Rheinmetall,BNP,Put,0.63,0.64,573.98,8.1,endlos,573.98,56.180000000000064,10.84974893781384,6.935802469135811
PC8MGD,Rheinmetall,BNP,Put,0.63,0.64,548.61,8.1,endlos,577.48,59.680000000000064,11.525685592893021,7.36790123456791
PC68U6,Rheinmetall,BNP,Put,6.36,6.39,575.92,8.07,endlos,575.92,58.120000000000005,11.22441096948629,7.201982651796778
UM3U99,Rheinmetall,UBSL,Put,6.36,6.39,574.6,8.07,endlos,574.6,56.80000000000007,10.969486288142154,7.038413878562586
DQ0RQL,Rheinmetall,DZ,Put,6.39,6.43,575.63,8.02,endlos,575.63,57.83000000000004,11.168404789494021,7.210723192019955
UM200N,Rheinmetall,UBSL,Put,0.64,0.65,575.32,7.98,endlos,575.32,57.520000000000095,11.108536114329876,7.208020050125325
UM32TV,Rheinmetall,UBSL,Put,0.64,0.65,574.6,7.98,endlos,574.6,56.80000000000007,10.969486288142154,7.117794486215547
UM35HC,Rheinmetall,UBSL,Put,0.64,0.65,575.84,7.98,endlos,575.84,58.04000000000008,11.208960988798781,7.273182957393493
PC8JJX,Rheinmetall,BNP,Put,0.64,0.65,574.98,7.98,endlos,574.98,57.180000000000064,11.042873696407893,7.165413533834594
HS53FS,Rheinmetall,TUB,Put,0.64,0.65,577.39,7.98,endlos,577.39,59.59000000000003,11.508304364619551,7.467418546365918
UM21UN,Rheinmetall,UBSL,Put,6.45,6.48,575.32,7.96,endlos,575.32,57.520000000000095,11.108536114329876,7.226130653266344
PC68U7,Rheinmetall,BNP,Put,6.45,6.48,576.92,7.96,endlos,576.92,59.120000000000005,11.417535728080342,7.42713567839196
UM37QJ,Rheinmetall,UBSL,Put,6.48,6.51,575.72,7.92,endlos,575.72,57.92000000000007,11.185786017767493,7.313131313131322
HS62QN,Rheinmetall,TUB,Put,0.67,0.68,552.2,7.62,endlos,581.27,63.47000000000003,12.257628427964471,8.32939632545932
PC8JJ0,Rheinmetall,BNP,Put,0.67,0.68,577.98,7.62,endlos,577.98,60.180000000000064,11.62224797219005,7.897637795275599
PC8MGE,Rheinmetall,BNP,Put,0.67,0.68,550.98,7.62,endlos,579.98,62.180000000000064,12.008497489378152,8.160104986876648
JK6TRE,Rheinmetall,JPMBV,Put,0.67,0.68,579.72,7.61,endlos,579.72,61.92000000000007,11.9582850521437,8.136662286465187
UM3RQQ,Rheinmetall,UBSL,Put,6.76,6.79,578.6,7.6,endlos,578.6,60.80000000000007,11.741985322518362,8.000000000000009
PC5L7Z,Rheinmetall,BNP,Put,6.76,6.79,579.85,7.59,endlos,579.85,62.05000000000007,11.983391270760926,8.175230566534923
HD3Z9A,Rheinmetall,UNCR,Put,6.77,6.79,579.72,7.59,endlos,579.72,61.92000000000007,11.9582850521437,8.158102766798429
DQ2N73,Rheinmetall,DZ,Put,6.76,6.8,554.49,7.59,endlos,582.19,64.3900000000001,12.435303205871014,8.483530961791844
DQ157B,Rheinmetall,DZ,Put,6.77,6.81,579.65,7.58,endlos,579.65,61.85000000000002,11.944766319042106,8.159630606860162
SW838K,Rheinmetall,scoge,Put,6.77,6.8,579.93,7.58,endlos,579.93,62.129999999999995,11.998841251448436,8.196569920844327
PC8EYT,Rheinmetall,BNP,Put,6.81,6.84,553.35,7.54,endlos,582.47,64.67000000000007,12.489378138277342,8.576923076923087
JK3BY4,Rheinmetall,JPMBV,Put,6.83,6.85,581.35,7.52,endlos,581.35,63.55000000000007,12.273078408652003,8.450797872340434
UM21V6,Rheinmetall,UBSL,Put,0.68,0.69,579.31,7.51,endlos,579.31,61.50999999999999,11.879103901120123,8.190412782956058
UM3101,Rheinmetall,UBSL,Put,0.68,0.69,578.6,7.51,endlos,578.6,60.80000000000007,11.741985322518362,8.095872170439424
UM392L,Rheinmetall,UBSL,Put,0.68,0.69,579.84,7.51,endlos,579.84,62.04000000000008,11.981460023174987,8.26098535286286
PC8H3P,Rheinmetall,BNP,Put,0.68,0.69,553.35,7.51,endlos,582.48,64.68000000000006,12.49130938586328,8.612516644474043
PC8JJ1,Rheinmetall,BNP,Put,0.68,0.69,578.98,7.51,endlos,578.98,61.180000000000064,11.8153727307841,8.146471371504669
UM3RHX,Rheinmetall,UBSL,Put,0.68,0.69,580.44,7.51,endlos,580.44,62.6400000000001,12.097334878331424,8.340878828229041
UM226N,Rheinmetall,UBSL,Put,6.85,6.88,579.31,7.5,endlos,579.31,61.50999999999999,11.879103901120123,8.201333333333332
PC7BGH,Rheinmetall,BNP,Put,6.85,6.88,580.93,7.5,endlos,580.93,63.129999999999995,12.191966010042488,8.417333333333334
UM4GZP,Rheinmetall,UBSL,Put,6.88,6.91,579.72,7.46,endlos,579.72,61.92000000000007,11.9582850521437,8.300268096514754
HS5UCA,Rheinmetall,TUB,Put,6.92,6.96,583.35,7.42,endlos,583.35,65.55000000000007,12.659327925840108,8.834231805929928
PC8JJ2,Rheinmetall,BNP,Put,0.69,0.7,579.98,7.4,endlos,579.98,62.180000000000064,12.008497489378152,8.402702702702712
UM3L6F,Rheinmetall,UBSL,Put,6.95,6.98,580.44,7.39,endlos,580.44,62.6400000000001,12.097334878331424,8.476319350473627
PC6AHX,Rheinmetall,BNP,Put,6.96,6.99,581.88,7.37,endlos,581.88,64.08000000000004,12.375434530706846,8.694708276797835
HD478M,Rheinmetall,UNCR,Put,6.97,6.99,581.73,7.36,endlos,581.73,63.930000000000064,12.346465816917743,8.686141304347835
UM4JB7,Rheinmetall,UBSL,Put,6.98,7.01,580.72,7.36,endlos,580.72,62.92000000000007,12.151409810737752,8.54891304347827
UM4JAV,Rheinmetall,UBSL,Put,7.03,7.06,581.22,7.3,endlos,581.22,63.42000000000007,12.247972190034778,8.687671232876722
PC8JJ3,Rheinmetall,BNP,Put,0.7,0.71,580.98,7.3,endlos,580.98,63.180000000000064,12.201622247972203,8.654794520547954
MG2JUE,Rheinmetall,MSI,Put,7.04,7.06,549.99,7.3,endlos,585.09,67.29000000000008,12.995365005793758,9.217808219178092
JK6TRF,Rheinmetall,JPMBV,Put,0.72,0.73,584.72,7.1,endlos,584.72,66.92000000000007,12.92390884511396,9.425352112676068
UM26MQ,Rheinmetall,UBSL,Put,0.72,0.73,583.45,7.1,endlos,583.45,65.65000000000009,12.678640401699518,9.24647887323945
UM3QNN,Rheinmetall,UBSL,Put,7.26,7.29,583.59,7.07,endlos,583.59,65.79000000000008,12.705677867902681,9.305516265912317
HD478N,Rheinmetall,UNCR,Put,7.26,7.28,584.73,7.07,endlos,584.73,66.93000000000006,12.925840092699897,9.466760961810476
PC5L70,Rheinmetall,BNP,Put,7.26,7.29,584.85,7.07,endlos,584.85,67.05000000000007,12.949015063731185,9.483734087694494
PC74HX,Rheinmetall,BNP,Put,7.31,7.34,558.09,7.03,endlos,587.46,69.66000000000008,13.453070683661664,9.908961593172132
GG6W6Y,Rheinmetall,GS,Put,7.31,7.34,569.76,7.03,endlos,587.43,69.63,13.447276940903825,9.904694167852062
JK3BY5,Rheinmetall,JPMBV,Put,7.32,7.34,586.34,7.02,endlos,586.34,68.54000000000008,13.236770954036322,9.763532763532774
HS5YWG,Rheinmetall,TUB,Put,7.32,7.36,557.94,7.01,endlos,587.31,69.50999999999999,13.424101969872538,9.915834522111268
UM32U7,Rheinmetall,UBSL,Put,0.73,0.74,584.59,7.0,endlos,584.59,66.79000000000008,12.898802626496733,9.541428571428582
GG668Y,Rheinmetall,GS,Put,7.34,7.36,586.98,7.0,endlos,586.98,69.18000000000006,13.360370799536515,9.882857142857151
PC8H3R,Rheinmetall,BNP,Put,0.73,0.74,558.1,7.0,endlos,587.48,69.68000000000006,13.456933178833541,9.954285714285723
PC8JJ7,Rheinmetall,BNP,Put,0.73,0.74,584.98,7.0,endlos,584.98,67.18000000000006,12.974121282348412,9.597142857142867
UM1UBH,Rheinmetall,UBSL,Put,0.73,0.74,585.17,7.0,endlos,585.17,67.37,13.01081498648127,9.624285714285715
UM3RHY,Rheinmetall,UBSL,Put,7.35,7.38,584.43,6.99,endlos,584.43,66.63,12.867902665121669,9.532188841201716
UM4G8M,Rheinmetall,UBSL,Put,7.38,7.41,584.72,6.96,endlos,584.72,66.92000000000007,12.92390884511396,9.614942528735643
PC7BGL,Rheinmetall,BNP,Put,7.39,7.42,585.93,6.95,endlos,585.93,68.13,13.157589803012746,9.802877697841726
UM4E2G,Rheinmetall,UBSL,Put,7.43,7.46,585.22,6.91,endlos,585.22,67.42000000000007,13.020471224410985,9.756874095513759
PC8JJ8,Rheinmetall,BNP,Put,0.74,0.75,585.98,6.91,endlos,585.98,68.18000000000006,13.167246040942462,9.866859623733728
UM3XQY,Rheinmetall,UBSL,Put,7.45,7.48,585.45,6.89,endlos,585.45,67.65000000000009,13.064889918887621,9.818577648766341
PC7BGM,Rheinmetall,BNP,Put,7.48,7.51,586.93,6.87,endlos,586.93,69.13,13.3507145616068,10.06259097525473
UM4LUJ,Rheinmetall,UBSL,Put,7.48,7.51,585.75,6.87,endlos,585.75,67.95000000000005,13.122827346465826,9.89082969432315
VD2C8T,Rheinmetall,VON,Put,7.49,7.51,587.54,6.86,endlos,587.54,69.74000000000001,13.468520664349173,10.166180758017493
DQ0S83,Rheinmetall,DZ,Put,7.51,7.55,586.79,6.83,endlos,586.79,68.99000000000001,13.323677095403633,10.101024890190338
PC8JJ9,Rheinmetall,BNP,Put,0.75,0.76,586.98,6.82,endlos,586.98,69.18000000000006,13.360370799536515,10.143695014662766
SW7VF9,Rheinmetall,scoge,Put,0.75,0.76,587.63,6.81,endlos,587.63,69.83000000000004,13.485901892622643,10.254038179148317
UM3X9H,Rheinmetall,UBSL,Put,0.75,0.76,586.43,6.81,endlos,586.43,68.63,13.254152182309772,10.077826725403817
HS5W68,Rheinmetall,TUB,Put,0.75,0.76,589.34,6.81,endlos,589.34,71.54000000000008,13.81614522981848,10.505139500734227
UM4BLN,Rheinmetall,UBSL,Put,0.75,0.76,585.7,6.81,endlos,585.7,67.90000000000009,13.113171108536134,9.97063142437593
HD49UQ,Rheinmetall,UNCR,Put,7.55,7.57,587.73,6.81,endlos,587.73,69.93000000000006,13.505214368482052,10.268722466960362
HD3Z9B,Rheinmetall,UNCR,Put,7.75,7.77,589.71,6.63,endlos,589.71,71.91000000000008,13.887601390498277,10.84615384615386
GG5YEE,Rheinmetall,GS,Put,7.75,7.77,591.58,6.63,endlos,591.58,73.78000000000009,14.248744689069156,11.128205128205142
SW838L,Rheinmetall,scoge,Put,7.75,7.78,589.93,6.62,endlos,589.93,72.13,13.930088837388954,10.895770392749244
UM4E3U,Rheinmetall,UBSL,Put,7.77,7.8,588.7,6.61,endlos,588.7,70.90000000000009,13.692545384318288,10.726172465960678
VD2C8X,Rheinmetall,VON,Put,7.78,7.8,590.54,6.6,endlos,590.54,72.74000000000001,14.047894940131329,11.021212121212123
JK3BY7,Rheinmetall,JPMBV,Put,7.82,7.84,591.33,6.57,endlos,591.33,73.53000000000009,14.200463499420643,11.19178082191782
PC74HZ,Rheinmetall,BNP,Put,7.83,7.86,562.84,6.56,endlos,592.46,74.66000000000008,14.418694476631922,11.381097560975624
UM36P4,Rheinmetall,UBSL,Put,0.78,0.79,588.7,6.56,endlos,588.7,70.90000000000009,13.692545384318288,10.807926829268308
UM4HZR,Rheinmetall,UBSL,Put,0.78,0.79,589.84,6.56,endlos,589.84,72.04000000000008,13.912707609115504,10.981707317073184
PC8H3T,Rheinmetall,BNP,Put,0.78,0.79,562.85,6.56,endlos,592.48,74.68000000000006,14.422556971803798,11.384146341463426
PC8JKC,Rheinmetall,BNP,Put,0.78,0.79,589.98,6.56,endlos,589.98,72.18000000000006,13.939745075318669,11.003048780487815
UM3HA7,Rheinmetall,UBSL,Put,0.78,0.79,589.32,6.55,endlos,589.32,71.5200000000001,13.812282734646603,10.919083969465664
UM28Z5,Rheinmetall,UBSL,Put,7.84,7.87,589.32,6.55,endlos,589.32,71.5200000000001,13.812282734646603,10.919083969465664
PC7BGQ,Rheinmetall,BNP,Put,7.85,7.88,590.92,6.54,endlos,590.92,73.12,14.121282348397065,11.180428134556575
DQ2G1G,Rheinmetall,DZ,Put,7.86,7.9,590.69,6.53,endlos,590.69,72.8900000000001,14.076863653920455,11.1623277182236
UM4E2F,Rheinmetall,UBSL,Put,7.88,7.91,589.71,6.52,endlos,589.71,71.91000000000008,13.887601390498277,11.029141104294492
UM4G8L,Rheinmetall,UBSL,Put,7.93,7.96,590.21,6.48,endlos,590.21,72.41000000000008,13.984163769795305,11.174382716049395
HS61ZD,Rheinmetall,TUB,Put,0.79,0.8,563.61,6.47,endlos,593.27,75.47000000000003,14.575125531093091,11.66460587326121
PC8JKD,Rheinmetall,BNP,Put,0.79,0.8,590.98,6.47,endlos,590.98,73.18000000000006,14.13286983391272,11.31066460587327
UM30C4,Rheinmetall,UBSL,Put,0.79,0.8,591.35,6.47,endlos,591.35,73.55000000000007,14.204325994592521,11.367851622874818
HD49UR,Rheinmetall,UNCR,Put,7.94,7.96,591.73,6.47,endlos,591.73,73.93000000000006,14.27771340285826,11.42658423493046
UM4JCE,Rheinmetall,UBSL,Put,7.97,8.0,590.7,6.44,endlos,590.7,72.90000000000009,14.078794901506392,11.319875776397529
PC6R25,Rheinmetall,BNP,Put,7.98,8.01,591.9,6.44,endlos,591.9,74.10000000000002,14.310544611819239,11.506211180124227
SW7VP6,Rheinmetall,scoge,Put,0.8,0.81,592.62,6.39,endlos,592.62,74.82000000000005,14.449594438006963,11.708920187793435
UM3714,Rheinmetall,UBSL,Put,0.8,0.81,590.7,6.39,endlos,590.7,72.90000000000009,14.078794901506392,11.408450704225366
PC8JKE,Rheinmetall,BNP,Put,0.8,0.81,591.98,6.39,endlos,591.98,74.18000000000006,14.325994592506772,11.608763693270745
UM3WXF,Rheinmetall,UBSL,Put,8.04,8.07,591.35,6.38,endlos,591.35,73.55000000000007,14.204325994592521,11.528213166144212
VD2C8W,Rheinmetall,VON,Put,8.07,8.09,593.54,6.37,endlos,593.54,75.74000000000001,14.627269215913483,11.89010989010989
JK25NZ,Rheinmetall,JPMBV,Put,8.07,8.09,593.81,6.37,endlos,593.81,76.00999999999999,14.679412900733874,11.932496075353217
DQ2GUD,Rheinmetall,DZ,Put,8.26,8.3,568.83,6.22,endlos,597.24,79.44000000000005,15.341830822711483,12.771704180064319
UM37RW,Rheinmetall,UBSL,Put,8.27,8.3,593.69,6.21,endlos,593.69,75.8900000000001,14.656237929702609,12.220611916264106
GG5YK7,Rheinmetall,GS,Put,8.29,8.31,596.99,6.2,endlos,596.99,79.19000000000005,15.29354963306297,12.772580645161298
PC74H1,Rheinmetall,BNP,Put,8.29,8.32,567.59,6.2,endlos,597.46,79.66000000000008,15.38431826960218,12.848387096774207
UM38UY,Rheinmetall,UBSL,Put,0.83,0.84,593.69,6.16,endlos,593.69,75.8900000000001,14.656237929702609,12.31980519480521
UM4CS1,Rheinmetall,UBSL,Put,0.83,0.84,594.8,6.16,endlos,594.8,77.0,14.870606411741988,12.5
PC8H3V,Rheinmetall,BNP,Put,0.83,0.84,567.6,6.16,endlos,597.48,79.68000000000006,15.388180764774056,12.935064935064945
PC8JKH,Rheinmetall,BNP,Put,0.83,0.84,594.98,6.16,endlos,594.98,77.18000000000006,14.90536886828893,12.52922077922079
UM24A3,Rheinmetall,UBSL,Put,8.34,8.37,594.24,6.16,endlos,594.24,76.44000000000005,14.762456546929329,12.409090909090917
VD2C8S,Rheinmetall,VON,Put,8.36,8.38,596.54,6.15,endlos,596.54,78.74000000000001,15.206643491695637,12.803252032520327
PC7BGU,Rheinmetall,BNP,Put,8.36,8.39,595.92,6.14,endlos,595.92,78.12,15.086906141367326,12.72312703583062
UM36NF,Rheinmetall,UBSL,Put,8.38,8.41,594.71,6.13,endlos,594.71,76.91000000000008,14.853225183468538,12.546492659053847
VD3RKK,Rheinmetall,VON,Put,8.41,8.43,568.3,6.11,endlos,598.32,80.5200000000001,15.550405561993067,13.178396072013108
UM38TL,Rheinmetall,UBSL,Put,8.43,8.46,595.21,6.09,endlos,595.21,77.41000000000008,14.949787562765563,12.71100164203614
UM4KLF,Rheinmetall,UBSL,Put,0.84,0.85,595.71,6.09,endlos,595.71,77.91000000000008,15.046349942062589,12.793103448275875
PC8JKJ,Rheinmetall,BNP,Put,0.84,0.85,595.98,6.09,endlos,595.98,78.18000000000006,15.09849362688298,12.837438423645331
UM3L6E,Rheinmetall,UBSL,Put,0.84,0.85,596.42,6.09,endlos,596.42,78.62,15.18346852066435,12.90968801313629
PC7JS2,Rheinmetall,BNP,Put,8.46,8.49,596.94,6.07,endlos,596.94,79.1400000000001,15.283893395133278,13.037891268533789
UM4FWL,Rheinmetall,UBSL,Put,8.48,8.51,595.71,6.06,endlos,595.71,77.91000000000008,15.046349942062589,12.856435643564371
HS5YWH,Rheinmetall,TUB,Put,0.85,0.86,569.34,6.02,endlos,599.31,81.50999999999999,15.741599073001158,13.539867109634551
PC8JKK,Rheinmetall,BNP,Put,0.85,0.86,596.98,6.02,endlos,596.98,79.18000000000006,15.291618385477031,13.152823920265792
SW5DS9,Rheinmetall,scoge,Put,0.85,0.86,597.59,6.02,endlos,597.59,79.79000000000008,15.409424488219406,13.254152823920279
PC6TXG,Rheinmetall,BNP,Put,8.54,8.57,597.9,6.02,endlos,597.9,80.10000000000002,15.469293163383552,13.305647840531567
PC74H2,Rheinmetall,BNP,Put,8.54,8.57,569.96,6.02,endlos,599.96,82.16000000000008,15.867130166087309,13.647840531561476
HD4CL4,Rheinmetall,UNCR,Put,8.55,8.57,597.76,6.01,endlos,597.76,79.96000000000004,15.442255697180387,13.304492512479207
UM3W6F,Rheinmetall,UBSL,Put,8.55,8.58,596.42,6.01,endlos,596.42,78.62,15.18346852066435,13.081530782029951
JK25P0,Rheinmetall,JPMBV,Put,8.57,8.59,598.8,6.0,endlos,598.8,81.0,15.643105446118193,13.5
MG0H16,Rheinmetall,MSI,Put,8.62,8.64,599.91,5.96,endlos,599.91,82.11000000000001,15.857473928157596,13.776845637583895
DQ2PFM,Rheinmetall,DZ,Put,8.62,8.66,598.39,5.96,endlos,598.39,80.59000000000003,15.563924295094639,13.521812080536918
UM4KE9,Rheinmetall,UBSL,Put,8.63,8.66,597.21,5.95,endlos,597.21,79.41000000000008,15.336037079953668,13.346218487394971
PC7K0A,Rheinmetall,BNP,Put,8.81,8.84,572.32,5.83,endlos,602.44,84.6400000000001,16.34607956740056,14.518010291595214
UM13KH,Rheinmetall,UBSL,Put,8.81,8.84,598.8,5.83,endlos,598.8,81.0,15.643105446118193,13.893653516295025
UM35KC,Rheinmetall,UBSL,Put,8.83,8.86,599.21,5.82,endlos,599.21,81.41000000000008,15.722286597141771,13.98797250859108
UM37Y6,Rheinmetall,UBSL,Put,0.88,0.89,599.71,5.81,endlos,599.71,81.91000000000008,15.818848976438796,14.098106712564558
PC8H3X,Rheinmetall,BNP,Put,0.88,0.89,572.35,5.81,endlos,602.48,84.68000000000006,16.35380455774432,14.574870912220321
PC8JKQ,Rheinmetall,BNP,Put,0.88,0.89,599.98,5.81,endlos,599.98,82.18000000000006,15.870992661259187,14.144578313253025
UM3PBR,Rheinmetall,UBSL,Put,0.88,0.89,600.42,5.81,endlos,600.42,82.62,15.955967555040559,14.220309810671258
JK39KD,Rheinmetall,JPMBV,Put,8.84,8.86,601.42,5.81,endlos,601.42,83.62,16.14909231363461,14.392426850258177
PC7LAZ,Rheinmetall,BNP,Put,8.85,8.88,600.94,5.8,endlos,600.94,83.1400000000001,16.056392429509483,14.334482758620707
UM4DQF,Rheinmetall,UBSL,Put,8.88,8.91,599.71,5.79,endlos,599.71,81.91000000000008,15.818848976438796,14.146804835924021
PC8JKR,Rheinmetall,BNP,Put,0.89,0.9,600.98,5.75,endlos,600.98,83.18000000000006,16.06411741985324,14.46608695652175
SW7WXA,Rheinmetall,scoge,Put,0.89,0.9,602.6,5.75,endlos,602.6,84.80000000000007,16.376979528775603,14.747826086956534
UM3QF7,Rheinmetall,UBSL,Put,8.95,8.98,600.42,5.74,endlos,600.42,82.62,15.955967555040559,14.393728222996517
PC6TXH,Rheinmetall,BNP,Put,8.97,9.0,601.9,5.73,endlos,601.9,84.10000000000002,16.241792197759757,14.677137870855152
JK83TK,Rheinmetall,JPMBV,Put,9.01,9.03,600.0,5.71,17.05.2024,600.0,82.20000000000005,15.874855156431064,14.395796847635735
GG5QWS,Rheinmetall,GS,Put,9.02,9.04,604.27,5.7,endlos,604.27,86.47000000000003,16.69949787562766,15.170175438596496
DQ0RHL,Rheinmetall,DZ,Put,9.02,9.06,575.68,5.69,endlos,604.41,86.61000000000001,16.726535341830825,15.221441124780318
UM4JAU,Rheinmetall,UBSL,Put,9.03,9.06,601.21,5.69,endlos,601.21,83.41000000000008,16.108536114329873,14.659050966608097
HD4CL5,Rheinmetall,UNCR,Put,9.04,9.06,601.76,5.69,endlos,601.76,83.96000000000004,16.214754731556592,14.755711775043942
PC8JKT,Rheinmetall,BNP,Put,0.9,0.91,601.98,5.69,endlos,601.98,84.18000000000006,16.25724217844729,14.794376098418288
GG69HJ,Rheinmetall,GS,Put,9.04,9.07,586.48,5.68,endlos,604.68,86.88,16.778679026651215,15.295774647887324
UM1NNU,Rheinmetall,UBSL,Put,0.9,0.91,602.14,5.68,endlos,602.14,84.34000000000003,16.288142139822334,14.848591549295781
PC7A7J,Rheinmetall,BNP,Put,9.05,9.08,574.68,5.68,endlos,604.92,87.12,16.82502896871379,15.338028169014086
UM3R90,Rheinmetall,UBSL,Put,9.05,9.08,601.47,5.68,endlos,601.47,83.67000000000007,16.158748551564326,14.730633802816914
VD2FXX,Rheinmetall,VON,Put,9.06,9.08,603.54,5.67,endlos,603.54,85.74000000000001,16.558516801854,15.121693121693124
PC7LA0,Rheinmetall,BNP,Put,9.05,9.08,602.94,5.67,endlos,602.94,85.1400000000001,16.442641946697588,15.015873015873034
JK3TYM,Rheinmetall,JPMBV,Put,9.07,9.09,603.84,5.66,endlos,603.84,86.04000000000008,16.61645422943223,15.201413427561851
UM39WN,Rheinmetall,UBSL,Put,9.13,9.16,602.21,5.63,endlos,602.21,84.41000000000008,16.301660872923925,14.992895204262892
UM389U,Rheinmetall,UBSL,Put,0.91,0.92,602.71,5.62,endlos,602.71,84.91000000000008,16.39822325222095,15.108540925266919
PC8H3Y,Rheinmetall,BNP,Put,0.91,0.92,574.73,5.62,endlos,604.98,87.18000000000006,16.836616454229446,15.512455516014246
VD2FX2,Rheinmetall,VON,Put,9.36,9.38,606.54,5.49,endlos,606.54,88.74000000000001,17.137891077636155,16.16393442622951
PC7LA2,Rheinmetall,BNP,Put,9.36,9.39,605.94,5.48,endlos,605.94,88.1400000000001,17.022016222479746,16.08394160583943
UM4GZN,Rheinmetall,UBSL,Put,9.38,9.41,604.71,5.48,endlos,604.71,86.91000000000008,16.784472769409057,15.859489051094904
DQ12K5,Rheinmetall,DZ,Put,9.39,9.43,579.59,5.47,endlos,608.51,90.71000000000004,17.518346852066443,16.583180987202933
PC8JKX,Rheinmetall,BNP,Put,0.94,0.95,605.98,5.45,endlos,605.98,88.18000000000006,17.0297412128235,16.17981651376148
UM3YNE,Rheinmetall,UBSL,Put,9.45,9.48,605.47,5.44,endlos,605.47,87.67000000000007,16.931247585940532,16.115808823529424
PC7LA3,Rheinmetall,BNP,Put,9.46,9.49,606.94,5.43,endlos,606.94,89.1400000000001,17.215140981073795,16.416206261510148
